id,instruction_number,instruction
64e43a7d4c,8,Punch down dough; form a flattened ball.
64e43a7d4c,9,Knead in the cheese until pieces are well distributed throughout the dough.
64e43a7d4c,10,Shape into a round ball.
64e43a7d4c,11,Place in a buttered 8-inch pie plate.
64e43a7d4c,12,"Let rise until doubled in bulk, about 1 to 2 hours."
64e43a7d4c,13,Preheat oven to 375.
64e43a7d4c,14,"Bake for about 30 minutes, until nicely browned."
64e43a7d4c,15,Loaf should sound hollow when rapped on the bottom.
64e43a7d4c,16,Brush with a little melted butter while still hot.
64e43a7d4c,17,Remove from pie pan and cool on a rack.
64e4448b3b,1,"Combine first 8 ingredients in a large bowl, mixing well."
64e4448b3b,2,Combine the evaporated milk and the heavy cream in a small saucepan.
64e4448b3b,3,Heat the milks to the scalding point.
64e4448b3b,4,"Add scalded milks to the other ingredients, mixing well."
64e4448b3b,5,Grease several ramekins or small baking dishes and fill 3/4 full.
64e4448b3b,6,Place the ramekins in a baking pan.
64e4448b3b,7,Then pour about 2 inches of boiling water into the baking pan so that the ramekins are surrounded by the water.
64e4448b3b,8,Bake 350 degrees for about 45- 60 minutes .
64e4448b3b,9,Custard is done when a knife or toothpick inserted into the middle comes out clean.
64e4448b3b,10,Top with desired whipped topping.
64e44e800b,1,Core the peppers and slice into thin rings.
64e44e800b,2,Heat 1 tbsp oil with 1 tsp salt and fry the peppers for 1 minute.
64e44e800b,3,Add 2 tbsp water and bring to a boil.
64e44e800b,4,Cover and simmer for 2 minutes.
64e44e800b,5,Drain and set aside.
64e44e800b,6,"Cut the chicken into 1"" pieces."
64e44e800b,7,Mince or finely grate the ginger.
64e44e800b,8,Fry the ginger and chicken in 2 tbsp oil until barely cooked.
64e44e800b,9,Add the sugar and sherry.
64e44e800b,10,"Mix the cornstarch and soya sauce to make a paste, add to the pan and stir until slightly thickened."
64e44e800b,11,Add the peppers and stir to coat.
64e44e800b,12,Cook for a minute.
64e44e800b,13,Serve with fried rice.
64e453d213,1,Preheat oven to 350F
64e453d213,2,"Stir rhubarb, sugar and ginger (if using) in a medium bowl."
64e453d213,3,Divide the mixture evenly among six 8-ounce ramekins.
64e453d213,4,Place the ramekins on a baking sheet and cover tightly with foil.
64e453d213,5,"Bake until the rhubarb is softened, 25 to 30 minutes."
64e453d213,6,Remove from the oven and remove the foil.
64e453d213,7,Carefully tuck strawberries between the chunks of rhubarb.
64e453d213,8,(Do not stir or the rhubarb will break apart.)
64e453d213,9,Beat egg whites and cream of tartar in a large bowl with an electric mixer on medium until soft peaks form.
64e453d213,10,Gradually add sugar and continue mixing until the egg whites are glossy and hold peaks.
64e453d213,11,Spoon beaten egg whites over each portion of fruit.
64e453d213,12,Use a thin spatula to spread the meringue into decorative peaks.
64e453d213,13,"Return the ramekins to the oven and bake until the meringue is lightly browned, about 10 minutes."
64e453d213,14,Let cool for at least 10 minutes.
64e453d213,15,Serve warm or at room temperature.
64e453d213,16,Variation: This dish can be made in a deep-dish pie pan instead of individual ramekins; the recipe and timing are the same.
64e486a358,1,Cook grits according to pkg.
64e486a358,2,directions with 1/2 teaspoon baking powder added to the water.
64e486a358,3,Stir in 2 beaten eggs.
64e486a358,4,"Add margarine, flour, & sugar."
64e486a358,5,Mix well.
64e486a358,6,Cook 15 minutes more.
64e486a358,7,Pour the grits mixture into a shallow baking dish to a thickness of about 3/4 inch.
64e486a358,8,Cover with plastic wrap.
64e486a358,9,Refrigerate overnight.
64e486a358,10,Cut grits into squares of desired size and sprinkle with salt & pepper.
64e486a358,11,Beat 3 eggs well and add 1/4 cup milk.
64e486a358,12,Dip squares in egg mixture & fry in hot oil in a large iron skillet until golden brown.
64e486a358,13,Turn only one time.
64e486a358,14,Drain on paper towels and serve immediately.
64e4ad7b9c,1,Night Before:.
64e4ad7b9c,2,"Mix together the sponge ingredients, stirring well in a nonmetal bowl."
64e4ad7b9c,3,"Cover with plastic wrap (I place a shower cap over my bowl) and set aside until mix is bubbly, about 12 hours."
64e4ad7b9c,4,To Make Biscuits:.
64e4ad7b9c,5,Melt butter and stir in sugar until well blended.
64e4ad7b9c,6,Add all remaining ingredients to the sponge and knead the dough for about 10 minutes until elastic or until bounces back when poked.
64e4ad7b9c,7,Let rise in a warm spot until double in bulk.
64e4ad7b9c,8,"Punch down dough, knead lightly a few times to get the remaining gass out."
64e4ad7b9c,9,Pat out the dough until 1/2 inch thick and cut out biscuits with a biscuit cutter.
64e4ad7b9c,10,Place on a well-greased cookie sheet and let rise again until double in bulk.
64e4ad7b9c,11,Preheat oven to 400 degrees.
64e4ad7b9c,12,Bake for 15 minutes or until the tops are golden brown.
64e4ad8591,1,Crust:.
64e4ad8591,2,Mix crumbs and margarine.
64e4ad8591,3,Press into bottom of a 9-inch springform pan.
64e4ad8591,4,Bake at 350F degrees for 10 minutes.
64e4ad8591,5,Filling:.
64e4ad8591,6,"Beat cheese, sugar and banana at medium speed with mixer until blended."
64e4ad8591,7,"Add eggs, one at a time mixing well after each one."
64e4ad8591,8,Stir in nuts and pour over crust.
64e4ad8591,9,Bake at 350F degrees for 40 minutes.
64e4ad8591,10,Just loosen cake from rim of pan: cool before removing side rim of pan.
64e4ad8591,11,Topping:.
64e4ad8591,12,"Melt chocolate chips and margarine with water over low heat, stirring until smooth."
64e4ad8591,13,Drizzle over cake in any pattern and cool completely before serving.
64e4d735d1,1,Mix pineapple and pudding in bowl.
64e4d735d1,2,Gently stir in whipped topping.
64e4d735d1,3,Cut cake horizontally into thirds.
64e4d735d1,4,Spread 1/3 pudding mixture over bottom layer of cake.
64e4d735d1,5,Top with second layer.
64e4d735d1,6,"Repeat layering, ending with pudding."
64e4d735d1,7,Refrigerate at least 1 hour or until ready to serve.
64e4d735d1,8,Garnish with your favorite seasonal berries.
64e4f283c3,1,Cook and stir Marinade mix and orange juice in small saucepan on medium heat until smooth.
64e4f283c3,2,"Add marmalade, water and curry and bring to boil, stirring constantly."
64e4f283c3,3,"Reduce heat to low, simmer 1 minute."
64e4f283c3,4,Remove from heat and cool completely.
64e4f283c3,5,Pierce sausages with fork.
64e4f283c3,6,Place in large resealable plastic bag or glass dish.
64e4f283c3,7,Add 1/2 of the glaze turning to coat evenly.
64e4f283c3,8,Refrigerate 30 minutes or longer for extra flavor.
64e4f283c3,9,Remove sausages from marinade discarding any remaining marinade.
64e4f283c3,10,"Grill sausages over medium heat 20 minutes or until cooked through, turning occasionally and brushing with remaining glaze."
64e4fa1dd9,1,Blend all in a blender until smooth.
64e4fa1dd9,2,Be sure to taste and adjust according to your buds.
64e513edf0,1,"Assemble ingredients in a mixing bowl and mix using a fork, until this is very well combined."
64e513edf0,2,"Form into patties approximately 3.5"" diameter, 3/4"" thick, squaring the edges so that they are not overcooked."
64e513edf0,3,Set the patties in the fridge for one hour.
64e513edf0,4,"Heat BBQ to high , then reduce heat on one side to minimum, the other to half capacity."
64e513edf0,5,"Dump soaked mesquite chips on hot side of grill, allow them to come to a flame."
64e513edf0,6,"Place burgers on the grill allowing a sear mark to develop, then rotate 90 degrees for a ""thatched"" appearance."
64e513edf0,7,"Close grill hood, and allow burgers to slow cook --"
64e513edf0,8,Flip the burgers and close the hood again.
64e513edf0,9,"Use a meat thermomemter to prove ""doneness"" as rge smoke and the sugars in the ingredients will give colouring that will confuse you otherwise-aim for about 175 degrees --"
64e513edf0,10,"Served with sliced refridgerator dill pickles, garden fresh tomato slices, sliced white onion, on a toasted sourdough bun."
64e57977db,1,"Boil elbow noodles according to instructions on the box, lightly salt water."
64e57977db,2,"Meanwhile, put a large deep frying pan on a medium flame and put a 1/2 stick of margarine in, let melt."
64e57977db,3,Then add Light Life Gimme Lean ground beef.
64e57977db,4,(I also use LifeLight Smart Ground Original).
64e57977db,5,"Chop onion finely, and add to pan mixture along with the garlic power, tomato soup, and sugar."
64e57977db,6,Mix together.
64e57977db,7,Stir frequently.
64e57977db,8,Cook until very hot and until mixture has a little bit of a crumbly texture.
64e57977db,9,"Add cooked noodles to mixture, and stir well."
64e587c8c7,1,Cream the cheese together with the sugar until well blended.
64e587c8c7,2,"Pour the mixture out onto a serving platter, I usually make it about 1/2"" thick, leaving enough room around the edges of the platter to arrange apple slices."
64e587c8c7,3,"Make a little ""lip"" around the edge to help keep the caramel sauce in place."
64e587c8c7,4,Spread caramel sauce over the cream cheese mixture.
64e587c8c7,5,Sprinkle the toffee bits over top of the dip.
64e587c8c7,6,Keep refrigerated if not serving right away.
64e587c8c7,7,Arrange apple slices around the edge of the dip.
64e587c8c7,8,Works well with other fruit slices as well.
64e59fada0,1,Preheat oven to 350 degrees F.
64e59fada0,2,"In an ovenproof pan with tight-fitting lid, brown lamb on all sides in butter and olive oil."
64e59fada0,3,"Remove lamb, stir wine and water into pan and heat, scraping bottom and sides of pan."
64e59fada0,4,Replace lamb and sprinkle with rosemary; add the garlic.
64e59fada0,5,"Put a sheet of foil over top, then the tight-fitting lid to seal thoroughly."
64e59fada0,6,Bake at 350 degrees for 1 1/2 hours.
64e59fada0,7,"For the barley, saute mushrooms in 4 tablespoons of the butter, and set aside."
64e59fada0,8,"Brown the barley in the remaining butter until golden brown, then mix in mushrooms, turn into casserole, and add 2 1/2 cups of the beef stock."
64e59fada0,9,"Cover and bake 30 minutes at 350 degrees; add more stock as needed, about 1 cup, and cook, uncovered, until liquid is reduced and barley is done."
64e59fada0,10,"To serve, arrange lamb shanks around edges of serving platter, add garlic cloves to barley, and heap in center of platter."
64e59fada0,11,"Stir mint jelly into liquid remaining, cook three to five minutes, and spoon over lamb."
64e59fb79e,1,Toss together all ingredients and serve chilled.
64e5b582aa,1,"Mix it, spread it, eat it."
64e5dfa846,1,"In blender, combine raspberries and orange and pineapple juices; blend until smooth."
64e5dfa846,2,Strain into pitcher; slowly pour in soda.
64e5dfa846,3,Stir to combine.
64e5dfa846,4,Divide evenly among 6 ice-filled glasses; garnish with mint.
64e5fc816d,1,Boil bowtie pasta in salted water for 7 to 8 minutes (about half of the recommended cooking time).
64e5fc816d,2,Drain and cool the pasta.
64e5fc816d,3,Mix eggs and milk together.
64e5fc816d,4,"Dip each piece of pasta into milk and eggs, then roll in the bread crumbs."
64e5fc816d,5,Fry pasta in the oil until deep golden brown.
64e60afd06,1,Preheat the oven to 400 degrees.
64e60afd06,2,"In a skillet, heat the olive oil on medium-high heat."
64e60afd06,3,"Add the onions and garlic, and cook until the onions become caramelized, about 7-8 minutes."
64e60afd06,4,"Add the ground beef, paprika, garlic salt, red pepper flakes (if using) and chopped thyme."
64e60afd06,5,"Cook the beef until thoroughly browned and cooked through, about 5 minutes."
64e60afd06,6,Remove from heat and set the beef and onion mixture in a large mixing bowl.
64e60afd06,7,"With a spoon, gently mix in the eggs, mustard, balsamic vinegar, Worcestershire sauce, seasoned bread crumbs, and 1/2 cup of shredded cheese."
64e60afd06,8,"Spoon the mixture into the pie crust, and top with the remaining cup of cheese."
64e60afd06,9,Place the pie on a baking sheet to catch drips.
64e60afd06,10,"Bake for 40 minutes, until the crust is golden, and the cheese is browned."
64e60afd06,11,Serve hot.
64e630a11e,1,"Place parsley, basil, chilli and garlic with oil in a food processor and blend until lightly chopped."
64e630a11e,2,Transfer half the mixture to a mixing bowl.
64e630a11e,3,Add prawns and toss to coat thoroughly.
64e630a11e,4,Cover with plastic wrap and allow to marinate for 30 minutes.
64e630a11e,5,"Meanwhile, preheat oven to 200 C (400 F)."
64e630a11e,6,Transfer remaining herb mixture to a shallow microwave-proof dish.
64e630a11e,7,"Add tomatoes, beans, asparagus and snow peas and toss to combine."
64e630a11e,8,"Cover with plastic wrap and microwave on high for three minutes, or until vegetables are just cooked."
64e630a11e,9,Set aside and allow to cool slightly.
64e630a11e,10,"Transfer prawns to a baking tray and bake for ten minutes, or until cooked."
64e630a11e,11,Remove from oven and tip prawns and cooking juices into cooling vegetables.
64e630a11e,12,Add mixed greens and toss to combine.
64e630a11e,13,"To serve, squeeze over lemon juice and season with pepper."
64e63af231,1,Wash the leek and slice it thinly and place it in a pan with the butter.
64e63af231,2,Saute with the lid on (add a little water if necessary) until soft.
64e63af231,3,"Add wine, nutmeg, sugar and salt."
64e63af231,4,"Let it boil gently, until it thickens."
64e63af231,5,Homogenize the sauce with an immersion blender.
64e63af231,6,Cook the pasta al dente.
64e63af231,7,Drain the pasta and put it in the pan with the drunken sauce.
64e63af231,8,Sprinkle with grated pecorino and heat.
64e63cf5b4,1,Combine all ingredients and mix well.
64e64e3e03,1,"In a saucepan, over medium heat, saute the onions in the oil until lightly browned."
64e64e3e03,2,"Add the broth, mushrooms, carrots, celery, lentils, rosemary and bay leaf."
64e64e3e03,3,Bring to a boil.
64e64e3e03,4,"Reduce heat, cover loosely and simmer until the lentils are tender, about 30 minutes."
